store_name,pincode,city,district,state,company,lat,lng,pop_2011,pop_2026,match_type,census_town,total_stores_in_city,ps_ratio_2026
"ZUDIO - HARIDWAR BYPASS ROAD, DEHRADUN",248001,Dehradun,Dehradun,Uttarakhand,Zudio,30.302126,78.04732,574840.0,911361.0,exact,Dehradun,12,75947.0
"ZUDIO - DANKUNI, KOLKATA",712311,Dankuni,Hooghly,West Bengal,Zudio,22.499874,88.366524,94936.0,125350.0,exact,Dankuni,5,25070.0
"ZUDIO - KANCHRAPARA, KOLKATA",743145,Kanchrapara,North 24 Parganas,West Bengal,Zudio,22.949558,88.437386,129576.0,171088.0,exact,Kanchrapara,6,28515.0
"ZUDIO - PRM CENTRE POINT MALL, MALDA",732103,Malda,Malda,West Bengal,Zudio,24.981017,88.134495,31920.0,42146.0,fuzzy_broad,matla,6,7024.0
"ZUDIO - GT ROAD, UTTARPARA",712233,Uttarpara,Hooghly,West Bengal,Zudio,22.674519,88.349548,6810.0,8992.0,fuzzy,uttarparanij,2,4496.0
"ZUDIO - GARDEN REACH, KOLKATA",700044,Kolkata,Kolkata,West Bengal,Zudio,22.552689,88.269288,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - SENTRUM MALL, KRISHNANAGAR",741101,Kolkata,Nadia,West Bengal,Zudio,23.401091,88.48466,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - RATHINDRA CINEMA, KOLKATA",700114,Panihati,North 24 Parganas,West Bengal,Zudio,22.701942,88.38354,377347.0,498236.0,exact,Panihati,2,249118.0
"ZUDIO - HATIBAGAN, KOLKATA",700006,Kolkata,Kolkata,West Bengal,Zudio,22.594262,88.378169,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - CHANDANNAGAR, HOOGHLY",712136,Kolkata,Kolkata,West Bengal,Zudio,22.51583,88.38903,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - JOYGACHI, HABRA",743263,Barasat,North 24 Parganas,West Bengal,Zudio,22.846125,88.657745,278435.0,367636.0,exact,Barasat,7,52519.0
"ZUDIO - GT ROAD, BARDHAMAN",713103,Burdwan,Perbirhata,West Bengal,Zudio,23.229785,87.868607,,,no_match,,3,
"ZUDIO - RISHRA, HOOGHLY",712248,Kolkata,Kolkata,West Bengal,Zudio,22.716236,88.355868,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - MALANCHA, KHARAGPUR",721304,Kharagpur,Kharagpur,West Bengal,Zudio,22.417548,87.265313,207604.0,274113.0,exact,Kharagpur,5,54823.0
"ZUDIO - COLLEGE MORE, BALURGHAT",733101,Balurghat,Dakshin Dinajpur,West Bengal,Zudio,25.230343,88.77819,153279.0,202385.0,exact,Balurghat,2,101192.0
"ZUDIO - KHAGRABARI, COOCH BEHAR",736179,Cooch Behar,Cooch Behar,West Bengal,Zudio,26.357243,89.438225,77935.0,102903.0,fuzzy_broad,koch bihar,8,12863.0
"ZUDIO - MAITRA BAGAN, BASIRHAT",743412,Kolkata,Kolkata,West Bengal,Zudio,22.663572,88.853348,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - AMTALA, KOLKATA",743503,Bakrahat,North 24 Parganas,West Bengal,Zudio,22.368913,88.271814,278435.0,367636.0,fuzzy_broad,barasat,3,122545.0
"ZUDIO - ALCOVE TRIVENI MALL, SERAMPORE",712202,Serampore,Hooghly,West Bengal,Zudio,22.804,88.350579,181842.0,240098.0,exact,Serampore,6,40016.0
"ZUDIO – JUGBERIA, BARRACKPORE",700110,Kolkata,Kolkata,West Bengal,Zudio,22.773944,88.390039,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - PARADISE BUILDING, KOLKATA",700074,Kolkata,Kolkata,West Bengal,Zudio,22.620457,88.372969,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - SOUTHERN WOODS, KOLKATA",700103,Kolkata,Kolkata,West Bengal,Zudio,22.466815,88.379597,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - BS PLAZA, MIDNAPORE",721401,Contai,Purba Medinipur,West Bengal,Zudio,22.420776,87.32675,92226.0,121772.0,exact,Contai,5,24354.0
"ZUDIO - WIRELESS MORE, BARRACKPORE",700121,Barrackpore,Barrackpore,West Bengal,Zudio,22.754875,88.36207,152783.0,201730.0,exact,Barrackpore,2,100865.0
"ZUDIO - PARK STREET, KOLKATA",700016,Kolkata,Kolkata,West Bengal,Zudio,22.541071,88.347396,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - LAKE MALL, KOLKATA",700029,Kolkata,Kolkata,West Bengal,Zudio,22.516832,88.34923,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - MADHYAMGRAM, KOLKATA",700129,Kolkata,North 24 Parganas,West Bengal,Zudio,22.521197,88.461309,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - BARRACKPORE, KOLKATA",700120,Kolkata,North 24 Parganas,West Bengal,Zudio,22.767609,88.391557,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - SHIBPUR, HOWRAH",711102,Howrah,Howrah,West Bengal,Zudio,22.680202,88.278744,,,no_match,,16,
"ZUDIO - COSMOS CIRCLE, JALPAIGURI",735101,Jalpaiguri,Jalpaiguri,West Bengal,Zudio,26.679552,88.46418,107341.0,141729.0,exact,Jalpaiguri,5,28346.0
"ZUDIO - MARTIN IMPALA, KOLKATA",700048,Kolkata,Kolkata,West Bengal,Zudio,22.469415,88.402252,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO – TRADIUM MALL, SILIGURI",734001,Siliguri,Darjeeling,West Bengal,Zudio,26.750501,88.435507,,,no_match,,11,
"ZUDIO - SEVOKE ROAD, SILIGURI",734001,Siliguri,Darjeeling,West Bengal,Zudio,26.718322,88.424994,,,no_match,,11,
"ZUDIO - AXIS MALL, KOLKATA",700156,Kolkata,Kolkata,West Bengal,Zudio,22.580734,88.4591,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - RAJARHAT, KOLKATA",700136,Kolkata,Kolkata,West Bengal,Zudio,22.623641,88.441093,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - FORT BARLOW, KOLKATA",700020,Kolkata,Kolkata,West Bengal,Zudio,22.541299,88.347435,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - LILUAH, KOLKATA",711204,Howrah,Howrah,West Bengal,Zudio,22.567968,88.324211,,,no_match,,16,
"ZUDIO - SENTRUM MALL, ASANSOL",713305,Asansol,Paschim Burdwan,West Bengal,Zudio,23.703704,86.94832,563917.0,744577.0,exact,Asansol,9,82731.0
"ZUDIO - BARANAGAR, KOLKATA",700035,Kolkata,Kolkata,West Bengal,Zudio,22.488877,88.397364,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - NAIHATI, KOLKATA",743166,Kolkata,Kolkata,West Bengal,Zudio,22.898698,88.418441,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO – SODEPUR, KOLKATA",700115,Kolkata,North 24 Parganas,West Bengal,Zudio,22.610843,88.376607,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - G CENTRE MALL, KOLKATA",700007,Kolkata,Kolkata,West Bengal,Zudio,22.585145,88.357717,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - SERAMPORE, HOOGHLY",712204,Kolkata,Kolkata,West Bengal,Zudio,22.759056,88.328163,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO – MAJARHATI, KOLKATA",700135,Kolkata,Kolkata,West Bengal,Zudio,22.632805,88.474277,4496694.0,5937285.0,exact,Kolkata,73,81333.0
"ZUDIO - FORUM RANGOLI MALL, HOWRAH",711202,Howrah,Howrah,West Bengal,Zudio,22.625329,88.353281,,,no_match,,16,
"ZUDIO - GARIAHAT, KOLKATA",700019,Kolkata,Kolkata,West Bengal,Zudio,22.521086,88.368645,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - ABHAYAPURI,783384,Abhayapuri,Bongaigaon,Assam,mBaazar,26.332707,90.670708,15847.0,23771.0,exact,Abhayapuri,1,23771.0
mBaazar - AGARTALA,799001,Agartala,West Tripura,Tripura,mBaazar,23.832685,91.280817,400004.0,661458.0,exact,Agartala,11,60133.0
mBaazar - Alambazar,700035,Kolkata,Kolkata,West Bengal,mBaazar,22.649118,88.363754,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - Amingaon,781031,Amingaon,Kamrup Amingaon,Assam,mBaazar,26.186125,91.66988,8855.0,13283.0,fuzzy,amin gaon,1,13283.0
mBaazar - AMTALA,743503,Bakrahat,North 24 Parganas,West Bengal,mBaazar,22.369211,88.271815,278435.0,367636.0,fuzzy_broad,barasat,3,122545.0
mBaazar - Anandapur,758015,Anandapur,Keonjhar,Odisha,mBaazar,21.213827,86.12248,39585.0,57583.0,fuzzy,anandpur,1,57583.0
mBaazar - ANDUL ROAD,711109,Andul,Howrah,West Bengal,mBaazar,22.58441,88.246419,6302.0,8321.0,exact,Andul,2,4160.0
mBaazar - Arambagh,712601,Arambagh,Hooghly,West Bengal,mBaazar,22.886118,87.784325,66175.0,87375.0,fuzzy,arambag,5,17475.0
mBaazar - ASANSOL,713301,Asansol,Paschim Burdwan,West Bengal,mBaazar,23.684755,86.97232,563917.0,744577.0,exact,Asansol,9,82731.0
mBaazar - Aska,761110,Aska,Ganjam,Odisha,mBaazar,22.0432,86.6234,21428.0,31171.0,fuzzy,asika,2,15586.0
mBaazar - AZAMGARH,276001,Azamgarh,Azamgarh,Uttar Pradesh,mBaazar,26.073908,83.18572,110983.0,170159.0,exact,Azamgarh,9,18907.0
mBaazar - Backerganj,800004,Patna,Patna,Bihar,mBaazar,25.609907,85.137764,1684297.0,2892112.0,exact,Patna,48,60252.0
mBaazar - BADARPUR,788806,Badarpur,Karimganj,Assam,mBaazar,24.870945,92.568104,13298.0,19947.0,exact,Badarpur,2,9974.0
mBaazar - Badharghat,799003,Agartala,West Tripura,Tripura,mBaazar,23.797494,91.271331,400004.0,661458.0,exact,Agartala,11,60133.0
mBaazar - Bagnan,711303,Bagnan,Howrah,West Bengal,mBaazar,22.461692,87.971338,10996.0,14519.0,exact,Bagnan,3,4840.0
mBaazar - BAIHATA CHARIALI,781381,Baihata Chariali,Kamrup,Assam,mBaazar,26.100672,91.598497,19145.0,28718.0,fuzzy_broad,biswanath chariali,1,28718.0
mBaazar - Bairgania,843313,Bairgania,Sitamarhi,Bihar,mBaazar,26.739819,85.27418,42895.0,73655.0,exact,Bairgania,1,73655.0
mBaazar - Baliapal,756026,Baliapal,Balasore,Odisha,mBaazar,21.65093,87.28337,6865.0,9986.0,fuzzy_broad,khaliapali,1,9986.0
mBaazar - BALLY,711201,Bally,Howrah,West Bengal,mBaazar,22.5917,88.2264,293373.0,387360.0,exact,Bally,1,387360.0
mBaazar - BALUGAON,752030,Nimapada,Puri,Odisha,mBaazar,19.747713,85.20665,19289.0,28059.0,exact,Nimapada,4,7015.0
mBaazar - Balurghat,733101,Balurghat,Dakshin Dinajpur,West Bengal,mBaazar,25.226628,88.782207,153279.0,202385.0,exact,Balurghat,2,101192.0
mBaazar - Bangaon,743235,Bongaon,North 24 Parganas,West Bengal,mBaazar,22.8333,88.8333,108864.0,143740.0,exact,Bongaon,4,35935.0
mBaazar - BARASAT,700124,Barasat,North 24 Parganas,West Bengal,mBaazar,22.720779,88.485053,278435.0,367636.0,exact,Barasat,7,52519.0
mBaazar - Barobisha,736207,Barobisha,Alipurduar,West Bengal,mBaazar,26.50241,89.316231,,,no_match,,1,
mBaazar - BARPETA ROAD,781315,Barpeta,Barpeta,Assam,mBaazar,26.489059,90.958383,42649.0,63974.0,exact,Barpeta,5,12795.0
mBaazar - Barrackpore,700120,Kolkata,North 24 Parganas,West Bengal,mBaazar,22.760511,88.37019,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - BARUIPUR,700144,Kolkata,Kolkata,West Bengal,mBaazar,22.330383,88.44945,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - BEHALA,700060,Behala,Kolkata,West Bengal,mBaazar,22.505836,88.319436,9584.0,12654.0,fuzzy_broad,beharia,2,6327.0
mBaazar - Belgharia,700056,Belgharia,Kolkata,West Bengal,mBaazar,22.660625,88.388834,5858.0,7735.0,exact,Belgharia,1,7735.0
mBaazar - Belonia,799155,Belonia,South Tripura,Tripura,mBaazar,23.250902,91.45276,19996.0,33066.0,exact,Belonia,2,16533.0
mBaazar - Benachity,713213,Durgapur,Benachity Durgapur,West Bengal,mBaazar,22.936925,88.34728,566517.0,748010.0,exact,Durgapur,3,249337.0
mBaazar - BERHAMPORE,742103,Berhampore,Murshidabad,West Bengal,mBaazar,24.111225,88.247944,195223.0,257766.0,exact,Berhampore,5,51553.0
mBaazar - BHADRAK,756100,Bhadrak,Balasore,Odisha,mBaazar,21.057323,86.496346,121338.0,176507.0,exact,Bhadrak,2,88254.0
mBaazar - Bhagwangola,742135,Bhagwangola,Murshidabad,West Bengal,mBaazar,24.328473,88.304921,,,no_match,,1,
mBaazar - Bhanjanagar,761126,Bhanjanagar,Ganjam,Odisha,mBaazar,19.92603,84.57961,20482.0,29795.0,exact,Bhanjanagar,1,29795.0
mBaazar - BHUBANESWAR,751009,Bhubaneswar,Khordha,Odisha,mBaazar,20.295232,85.869063,885363.0,1287911.0,exact,Bhubaneswar,18,71551.0
mBaazar - BILASIPARA,783348,Bilasipara,Dhubri,Assam,mBaazar,26.225,90.233,37410.0,56115.0,exact,Bilasipara,3,18705.0
mBaazar - Birsa Chowk,834003,Ranchi,Khunti,Jharkhand,mBaazar,23.370127,85.325134,1073427.0,1701830.0,exact,Ranchi,19,89570.0
mBaazar - Bishramganj,799103,Bishramganj,Sipahijala,Tripura,mBaazar,23.7667,91.9333,,,no_match,,1,
mBaazar - Bokakhat,785612,Bokakhat,Jorhat,Assam,mBaazar,26.643596,93.780258,10143.0,15215.0,exact,Bokakhat,1,15215.0
mBaazar - BOKARO,827004,Bokaro,Bokaro,Jharkhand,mBaazar,23.667042,86.147255,39305.0,62315.0,exact,Bokaro,6,10386.0
mBaazar - Boko,781123,Boko,Kamrup,Assam,mBaazar,26.438969,91.62093,,,no_match,,1,
mBaazar - Bongaon,743235,Bongaon,North 24 Parganas,West Bengal,mBaazar,23.045067,88.828586,108864.0,143740.0,exact,Bongaon,4,35935.0
mBaazar - BRAHMAPUR,760001,Phulbani,Kandhamal,Odisha,mBaazar,19.315514,84.78443,37371.0,54362.0,fuzzy,phulabani,11,4942.0
mBaazar - BURDWAN,713101,Kalna,Hooghly,West Bengal,mBaazar,23.237595,87.866846,56722.0,74894.0,exact,Kalna,4,18724.0
mBaazar - BURDWAN BUS STAND,713103,Burdwan,Perbirhata,West Bengal,mBaazar,23.254723,87.875393,,,no_match,,3,
mBaazar - Chakdaha,741222,Chakdah,Nadia,West Bengal,mBaazar,23.07994,88.535428,95203.0,125703.0,fuzzy,chakdaha,5,25141.0
mBaazar - Chanchal,732123,Chanchal,Malda,West Bengal,mBaazar,25.391411,88.009436,5570.0,7354.0,exact,Chanchal,3,2451.0
mBaazar - CHAPAR,783371,Chapar,Dhubri,Assam,mBaazar,26.271751,90.44228,20322.0,30483.0,exact,Chapar,1,30483.0
mBaazar - Chauliaganj,753004,Cuttack,Cuttack,Odisha,mBaazar,20.454865,85.910965,610189.0,887623.0,exact,Cuttack,16,55476.0
mBaazar - CONTAI,721401,Contai,Purba Medinipur,West Bengal,mBaazar,21.777842,87.7473,92226.0,121772.0,exact,Contai,5,24354.0
mBaazar - Coochbehar,736101,Cooch Behar,Cooch Behar,West Bengal,mBaazar,26.325,89.44,77935.0,102903.0,fuzzy_broad,koch bihar,8,12863.0
mBaazar - CUTTACK - DOLAMUNDAI,753001,Cuttack,Cuttack,Odisha,mBaazar,20.47372,85.873615,610189.0,887623.0,exact,Cuttack,16,55476.0
mBaazar - Daltonganj,822101,Daltonganj,Palamu,Jharkhand,mBaazar,24.3,84.9167,,,no_match,,3,
mBaazar - Dankuni,712311,Dankuni,Hooghly,West Bengal,mBaazar,23.535698,87.33767,94936.0,125350.0,exact,Dankuni,5,25070.0
mBaazar - Demow,785662,Demow,Sivasagar,Assam,mBaazar,26.986383,94.63568,,,no_match,,1,
mBaazar - Dergaon,785614,Dergaon,Golaghat,Assam,mBaazar,26.713795,93.97039,20059.0,30089.0,exact,Dergaon,1,30089.0
mBaazar - DHANBAD,826001,Dhanbad,Dhanbad,Jharkhand,mBaazar,23.795645,86.430435,1162472.0,1843003.0,exact,Dhanbad,9,204778.0
mBaazar - DHANIAKHALI,712302,Dhaniakhali,Hooghly,West Bengal,mBaazar,22.967995,88.095375,,,no_match,,1,
mBaazar - Dharmatala,700069,Dharmatala,Kolkata,West Bengal,mBaazar,22.566787,88.351919,8765.0,11573.0,fuzzy_broad,amtala,1,11573.0
mBaazar - DHUBRI,783301,Dhubri,Dhubri,Assam,mBaazar,26.017,89.983,63388.0,95082.0,exact,Dhubri,3,31694.0
mBaazar - DIAMOND HARBOUR,743331,Diamond Harbour,North 24 Parganas,West Bengal,mBaazar,22.192719,88.18955,41802.0,55194.0,exact,Diamond Harbour,4,13798.0
mBaazar - DIBRUGARH,786001,Dibrugarh,Dibrugarh,Assam,mBaazar,27.483501,94.903469,139565.0,209349.0,exact,Dibrugarh,6,34892.0
mBaazar - Digboi,786171,Digboi,Tinsukia,Assam,mBaazar,27.396451,95.620507,21736.0,32604.0,exact,Digboi,1,32604.0
mBaazar - Dinhata,736135,Dinhata,Cooch Behar,West Bengal,mBaazar,26.13,89.47,36124.0,47697.0,exact,Dinhata,2,23848.0
mBaazar - Domkal,742303,Domkal,Murshidabad,West Bengal,mBaazar,24.12235,88.549194,,,no_match,,3,
mBaazar - Duliajan,786602,Duliajan,Dibrugarh,Assam,mBaazar,27.344588,95.318978,,,no_match,,1,
mBaazar - DUMKA,814101,Dumka,Dumka,Jharkhand,mBaazar,24.267017,87.250945,47584.0,75440.0,exact,Dumka,4,18860.0
mBaazar - Fatehpur,332301,Fatehpur,Fatehpur,Rajasthan,mBaazar,27.996166,74.96175,92595.0,144470.0,exact,Fatehpur,1,144470.0
mBaazar - Gandhigram,799012,Gandhigram,West Tripura,Tripura,mBaazar,23.887781,91.28028,14572.0,24097.0,exact,Gandhigram,1,24097.0
mBaazar - GARIA,700047,Kolkata,Kolkata,West Bengal,mBaazar,22.466016,88.392849,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - GARIAHAT,700019,Kolkata,Kolkata,West Bengal,mBaazar,22.518013,88.365866,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - GHATAKPUKUR,743502,Ghatakpukur,North 24 Parganas,West Bengal,mBaazar,23.825306,88.286358,,,no_match,,1,
mBaazar - Ghatal,721212,Ghatal,West Midnapore,West Bengal,mBaazar,22.664837,87.729836,54591.0,72080.0,exact,Ghatal,1,72080.0
mBaazar - GHATSHILA,832303,Ghatshila,East Singbhum Ghatshila,Jharkhand,mBaazar,22.586143,86.47733,40624.0,64406.0,exact,Ghatshila,1,64406.0
mBaazar - Godda,814133,Godda,Godda,Jharkhand,mBaazar,24.825794,87.213356,48480.0,76861.0,exact,Godda,3,25620.0
mBaazar - Goreshwar,781366,Goreshwar,Baksa (Btr),Assam,mBaazar,26.165495,91.72779,,,no_match,,1,
mBaazar - Gumla,835207,Gumla,Gumla,Jharkhand,mBaazar,23.041637,84.542274,51264.0,81275.0,exact,Gumla,2,40638.0
mBaazar - HAILAKANDI,788151,Hailakandi,Hailakandi,Assam,mBaazar,24.680967,92.56482,33637.0,50456.0,exact,Hailakandi,1,50456.0
mBaazar - HAJO,781102,Hajo,Kamrup,Assam,mBaazar,26.249462,91.52743,,,no_match,,1,
mBaazar - HATIBAGAN,700004,Kolkata,Kolkata,West Bengal,mBaazar,22.599966,88.372935,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - Hatsingimari,783135,Hatsingimari,Dhubri,Assam,mBaazar,25.728144,89.898766,,,no_match,,1,
mBaazar - HOWRAH,711101,Howrah,Howrah,West Bengal,mBaazar,22.567824,88.324377,,,no_match,,16,
mBaazar - HUTTON ROAD - ASANSOL,713301,Asansol,Paschim Burdwan,West Bengal,mBaazar,23.6833,86.9833,563917.0,744577.0,exact,Asansol,9,82731.0
mBaazar - Illambazar,731214,Panagarh,Paschim Bardhaman,West Bengal,mBaazar,23.664959,87.69571,7125.0,9408.0,fuzzy,ilambazar,1,9408.0
mBaazar - JAIGAON,736182,Jaigaon,Cooch Behar,West Bengal,mBaazar,26.768371,88.379503,42254.0,55791.0,fuzzy,jaygaon,2,27896.0
mBaazar - JAJPUR,755019,Jajpur,Jajpur,Odisha,mBaazar,20.849913,86.328445,37458.0,54489.0,fuzzy,jajapur,5,10898.0
mBaazar - Jajpur Road,755019,Jajpur,Jajpur,Odisha,mBaazar,20.849913,86.328445,37458.0,54489.0,fuzzy,jajapur,5,10898.0
mBaazar - Jajpur Town,755001,Jajpur Town,Jajpur,Odisha,mBaazar,20.849913,86.328445,,,no_match,,1,
mBaazar - JAKHALABANDHA,782136,Jakhalabandha,Nagaon,Assam,mBaazar,26.538136,92.92806,,,no_match,,1,
mBaazar - Jamalpur,713408,Jamalpur,Burdwan,West Bengal,mBaazar,23.17685,88.09513,5460.0,7209.0,fuzzy,jalalpur,1,7209.0
mBaazar - Janata Mall,760001,Phulbani,Kandhamal,Odisha,mBaazar,19.315514,84.78443,37371.0,54362.0,fuzzy,phulabani,11,4942.0
mBaazar - JAUNPUR,222002,Jaunpur,Jaunpur,Uttar Pradesh,mBaazar,25.747393,82.683392,180362.0,276530.0,exact,Jaunpur,4,69132.0
mBaazar - JAYNAGAR,847226,Madhubani,Madhubani,Bihar,mBaazar,25.201756,85.52006,75736.0,130047.0,exact,Madhubani,2,65024.0
mBaazar - Jharsuguda,768201,Jharsuguda,Jharsuguda,Odisha,mBaazar,21.86507,84.02427,97730.0,142165.0,exact,Jharsuguda,6,23694.0
mBaazar - JIAGANJ,742123,Jiaganj,Murshidabad,West Bengal,mBaazar,23.825306,88.286358,11261.0,14869.0,fuzzy_broad,jagtaj,1,14869.0
mBaazar - Jirania,799045,Jirania,West Tripura,Tripura,mBaazar,23.818855,91.44719,,,no_match,,1,
mBaazar - JORHAT,785001,Jorhat,Jorhat,Assam,mBaazar,26.760107,94.214876,71782.0,107674.0,exact,Jorhat,5,21535.0
mBaazar - Kailashahar,799277,Kailashahar,Unakoti,Tripura,mBaazar,24.318699,91.999051,22405.0,37050.0,fuzzy,kailasahar,1,37050.0
mBaazar - Kalgachia,781319,Kalgachia,Kamrup,Assam,mBaazar,26.3938,90.86303,,,no_match,,1,
mBaazar - Kanchanpur,799270,Kanchanpur,West Tripura,Tripura,mBaazar,24.040052,92.197045,15341.0,25368.0,exact,Kanchanpur,1,25368.0
mBaazar - KANDI,742137,Kandi,Murshidabad,West Bengal,mBaazar,23.956879,88.041202,55632.0,73455.0,exact,Kandi,1,73455.0
mBaazar - Kantatoli,834010,Ranchi,Ranchi,Jharkhand,mBaazar,23.360363,85.360756,1073427.0,1701830.0,exact,Ranchi,19,89570.0
mBaazar - Karanjia,757037,Baripada,Mayurbhanj,Odisha,mBaazar,21.774927,85.980934,116849.0,169977.0,exact,Baripada,6,28330.0
mBaazar - Karimganj,788710,Karimganj,Karimganj,Assam,mBaazar,24.866356,92.357956,56854.0,85281.0,exact,Karimganj,2,42640.0
mBaazar - Karimpur,741152,Karimpur,Nadia,West Bengal,mBaazar,23.9817,88.62617,9661.0,12756.0,exact,Karimpur,2,6378.0
mBaazar - KESTOPUR,700102,Kestopur,Kolkata,West Bengal,mBaazar,22.587359,88.435543,12073.0,15941.0,fuzzy_broad,kesabpur,1,15941.0
mBaazar - Khagaria,851204,Khagaria,Begusarai,Bihar,mBaazar,25.501964,86.470051,49406.0,84835.0,exact,Khagaria,5,16967.0
mBaazar - KHAGRA,742101,Berhampore,Murshidabad,West Bengal,mBaazar,23.825306,88.286358,195223.0,257766.0,exact,Berhampore,5,51553.0
mBaazar - Khaira,756048,Khaira,Balasore,Odisha,mBaazar,21.281958,86.46382,15087.0,21947.0,fuzzy_broad,khariar,1,21947.0
mBaazar - Khalilabad,272175,Barabanki,Barabanki,Uttar Pradesh,mBaazar,26.4667,83.3667,47847.0,73359.0,exact,Khalilabad,3,24453.0
mBaazar - Khanapara,793101,Khanapara,Ri Bhoi,Meghalaya,mBaazar,25.169448,92.381175,,,no_match,,1,
mBaazar - Kharagpur,721305,Kharagpur,Paschim Medinipur,West Bengal,mBaazar,22.344173,87.30175,207604.0,274113.0,exact,Kharagpur,5,54823.0
mBaazar - Kharmanchak,812002,Bhagalpur,Bhagalpur,Bihar,mBaazar,25.234638,86.981223,400146.0,687092.0,exact,Bhagalpur,9,76344.0
mBaazar - Kharupetia,784115,Kharupetia,Darrang,Assam,mBaazar,26.47901,92.14311,18501.0,27752.0,fuzzy,kharupatia,1,27752.0
mBaazar - Khowai,799201,Khowai,West Tripura,Tripura,mBaazar,24.066353,91.609695,18526.0,30635.0,exact,Khowai,1,30635.0
mBaazar - Khunti,835210,Khunti,Khunti,Jharkhand,mBaazar,23.075525,85.278727,36390.0,57693.0,exact,Khunti,2,28846.0
mBaazar - KISHANGANJ,855107,Kagzia Basti,West Champaran,Bihar,mBaazar,26.111472,87.938754,,,no_match,,2,
mBaazar - Kokrajhar,783370,Kokrajhar,Kokrajhar,Assam,mBaazar,26.402059,90.270567,34136.0,51204.0,exact,Kokrajhar,2,25602.0
mBaazar - Kotpad,764058,Kotpad,Koraput,Odisha,mBaazar,19.14163,82.323235,16326.0,23749.0,exact,Kotpad,1,23749.0
mBaazar - KRISHNANAGAR,741101,Kolkata,Nadia,West Bengal,mBaazar,23.403733,88.491771,4496694.0,5937285.0,exact,Kolkata,73,81333.0
mBaazar - KUMARGHAT,799264,Kumarghat,North Tripura,Tripura,mBaazar,24.162617,92.037926,13054.0,21586.0,exact,Kumarghat,1,21586.0
mBaazar - Lakshmikantpur,743345,Lakshmikantpur,South 24 Parganas,West Bengal,mBaazar,22.677582,88.82516,,,no_match,,1,
mBaazar - Lalatown,788163,Lalatown,Hailakandi,Assam,mBaazar,24.560085,92.60729,,,no_match,,1,
mBaazar - Lalbagh,742149,Lalbagh,Murshidabad,West Bengal,mBaazar,24.176012,88.280464,,,no_match,,1,
mBaazar - Lalgola,742148,Lalgola,Murshidabad,West Bengal,mBaazar,24.423033,88.252686,,,no_match,,1,
mBaazar - LANKA,782446,Lanka,Nagaon,Assam,mBaazar,25.921194,92.950386,36805.0,55208.0,exact,Lanka,1,55208.0
"mBaazar - Lanka, Varanasi",221005,Varanasi,Varanasi,Uttar Pradesh,mBaazar,25.277252,83.003821,1198491.0,1837521.0,exact,Varanasi,24,76563.0
mBaazar - LUCKNOW,256005,Lucknow,Lucknow,Uttar Pradesh,mBaazar,26.771812,80.91877,2817105.0,4319172.0,exact,Lucknow,58,74468.0
mBaazar - Lumding,782447,Lumding,Nagaon,Assam,mBaazar,25.3,91.7833,31347.0,47021.0,exact,Lumding,1,47021.0
mBaazar - Mandia Town,781308,Mandia Town,Barpeta Mandia Town,Assam,mBaazar,26.329327,91.0058,8434.0,12651.0,fuzzy_broad,moran town,1,12651.0
mBaazar - Mankachar,783131,Mankachar,South Salmara,Assam,mBaazar,25.952108,90.0713,26162.0,39243.0,exact,Mankachar,1,39243.0
mBaazar - MASAURHI,804452,Masaurhi,Patna,Bihar,mBaazar,25.195568,85.505138,59803.0,102688.0,exact,Masaurhi,1,102688.0
